0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
0.00,163.64,
