0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,
5.00,0.00,0.00,0.00,0.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
0.00,0.06,0.08,0.00,120.00,
